hd-no.,transcription,region,country,ancient find spot,modern find spot,type of monument,type of inscription,material,lat,long,period from,period to,from_num,to_num
HD029463,Cn(aeus) Domitius / Sex(ti) f(ilius) Sca(ptia) Secundus / aug(ur) aedil(is) IIvir quinq(uennalis) / iter(um) IIvir portic(um) / colon(iae) d(e) s(ua) p(ecunia) f(aciendum) c(uravit) idem/que probavit,Macedonia,Greece,Colonia Iulia Augusta Diensis,Dion,tabula,building/dedicatory inscription,Unknown,40.188805803,22.481520158,51 AD , 100 AD,51.0,100.0
HD029466,[P(ublio) Me]mmio / [P(ubli)? f(ilio)] Regul[o] / [---] VIIvi[ro] / [epulon]i(!) soda[li] / [Augusta]li fra[tri] / [Arvali? ------,Macedonia,Greece,Colonia Iulia Augusta Diensis,Karitsa,Unknown,honorific inscription,Unknown,40.177012,22.491299,35 AD , 100 AD,35.0,100.0
HD029469,C(aio) Pomponio M(arci) f(ilio) Lem(onia) Aquilae / s(ignifero) leg(ionis) III Scy(thicae) Pomponia C(ai) f(ilia) Aquilina / parenti,Macedonia,Greece,Dion,KaterÃ­ni,tabula,epitaph,Unknown,40.27194,22.5025,1 AD , 300 AD,1.0,300.0
HD029751,Caius Epicadi f(ilius) princeps / civitatis Docl(e)atium hic situs / hoc fieri iussit genitor sibi et / suis set(!) fili eius Plassus Epicadus / Scerdis Verzo et summa adiecta / eff&lt;e=I&gt;cit(!) istud opus est pietas natique / hoc auxsisse(!) videntur et decorant / facto et docent esse pios ,Dalmatia,Montenegro,Salthua,NikÅ¡iÄ,sarcophagus,epitaph,Unknown,42.7660682,18.6462288,151 AD , 200 AD,151.0,200.0
HD029805,Marti Aug(usto) / T(itus) Accius T(iti) f(ilius) Q(uirina) Se/cundus Eburo/duni b(eneficiarius) P(ubli) Memmi / Clementis / proc(uratoris) Aug(usti) / v(otum) s(olvit) l(ibens) m(erito) / item templum de suo reno(vavit),Alpes Graiae,France,Axima Forum Claudii Ceutronum,Aime en Tarentaise,altar,votive inscription,Stone,45.55708632,6.6494759774,171 AD , 200 AD,171.0,200.0
HD030409,[L(ucio) Iu]nio M(arci) [f(ilio) Silano] / [pr(aetori)] peregr[ino q(uaestori)] / [triumphalibu]s o[rnamentis] / [honorato ann(orum) XVIII praef(ecto)] / [feriar(um) Latinar(um) IIIvir(o) a(uro) a(rgento) a(ere) f(lando) f(eriundo)](?) / [------,Roma,Italy,Roma,Roma,tabula,honorific inscription,Unknown,41.895466,12.482324,31 AD , 50 AD,31.0,50.0
HD030490,Ursus togatus vitrea qui primus pila / lusi decenter cum meis lusoribus / laudante populo maximis clamoribus / thermis Traiiani(!) thermis Agrippae et Titi / multum et Neronis si tamen mihi creditis / ego sum ovantes convenite pilicrepi / statuamque amici floribus violis rosis / folioque multo adque unguento marcido / onerate amantes et merum profundite / nigrum Falernum aut Setinum aut Caecubum / vivo ac volenti de apotheca dominica / Ursumque canite voce concordi senem / hilarem iocosum pilicrepum scholasticum / qui vicit omnes antecessores suos / sensu decore adque arte suptilissima / nunc vera versu verba dicamus senes / sum victus ipse fateor a ter consule / Vero patrono nec semel sed saepius / cuius libenter dicor exodiarius,Roma,Vatican City State,Roma,Roma,tabula,Unknown,Unknown,41.895466,12.482324,126 AD , 135 AD,126.0,135.0
HD031032,------](?) / [--- I]mp(erator--) [---] / [---] Caes(ar--) [---] / [--- A]nton[in---] / [------?,Dalmatia,Albania,Scodra,Shkodra,Unknown,Unknown,Unknown,42.058278666,19.553775787,197 AD,Unknown,197.0,192.5
HD031356,D(is) M(anibus) / Aurel(ius) Drigi/sa vet(eranus) vixit / an(nos) L[---] m(enses) V(?) [d(ies) ---] / Valeria coniu[x] / vixit an(nos) XL / Ael(ius) Vale{i}ntin(us) / filius [vixi]t an(nos) [---] / et Ael(ia) Sissa vix(it) an(nos) [---] / Aur(elius) Vitalis / pat(er) bene me/rentib(us) posuit,Moesia inferior,Bulgaria,Unknown,Guljanci,stele,epitaph,Stone,43.689535716,24.780135154,201 AD , 250 AD,201.0,250.0
HD031563,D(is) M(anibus) / P(ublius) Cl(audius) Valerius Sec/[u]ndus Valerii f(ilius) / [mi]ssus veteran[us] / [le]gione VII / [Claudi]a Macedoni[ca] / [mi]litavit annos / XXIII vixit annos L / dies XXVIII / Cl(audius) Valerius Flavius et / Cl(audius) Val(erius) Publius et / Cl(audius) Laetus Aur(elianus) et / Cl(audius) Laetus Iulius / ex testamento / h(ic) s(itus) e(st),Macedonia,Greece,Edessa,Ãdhessa,stele,epitaph,Unknown,40.796917509,22.057757377,201 AD , 300 AD,201.0,300.0
HD031566,I(ovi) O(ptimo) M(aximo) / pr(o) sal(ute) Imp(erator--) Procu(---) Host(---) Sexti et Max(im---) Rufi&lt;n&gt;i,Macedonia,Greece,Edessa,Ãdhessa,tabula,votive inscription,Unknown,40.796917509,22.057757377,201 AD , 300 AD,201.0,300.0
HD031897,D(is) M(anibus) // P(ublio) Aelio &lt;F=E&gt;rontoni dec(urioni) / col(oniae) Aq(uincensium) flaminico / qui vixit annis / LIII et P(ublio) Aelio Vindici / fi[lio] qui vixit an[n(is) -]I / &lt;e=I&gt;t [Aelia]e V&lt;i&gt;c&lt;t&gt;or[i]n(a)e / fil(iae) qu(ae) [vi]xit ann(is) / VIII et P(ublio) Ael(io) In/petrato filio / qui vixit ann(is) VI cui vita par/va mors valde / citata fuit quem / flentes doleunt / miserique paren/tes Sept(imia) Decora/ta coniugi pien/[ti]ssimo et fili(i)s / [co]mmunibu[s et] / Ael[ii I]npetra[tus et] / [De]coratus [---] / [------? ,Pannonia inferior,Hungary,Aquincum,Vereb,stele,epitaph,Stone,47.318485,18.619730099,231 AD , 270 AD,231.0,270.0
HD031942,Blatuna Vagaim/oni f(ilia) an(norum) LXV h(ic) [s(ita) e(st)] / t(itulum) [m(emoriae)] p(osuit) Tosuta / [------,Pannonia superior,Hungary,Floriana,CsÃ¡kvÃ¡r,stele,epitaph,Stone,47.3941468,18.4602445,1 AD , 100 AD,1.0,100.0
HD032164,D(is) [M(anibus)] // Hic iacet in tumu/lo Aur(elia) Sabina / pientissima coniux / annor(um) XXV quem / lapis ist[e] tegit / rapta [est d]e luce / serena q[uae] magis / debuerat fe[ss]os / sepelire parentes / o dolor o pietas / o funera tristia co/niugis Marcus Aur(elius) / Attianus dec(urio) al(a)e I Trh(!)/acum et Aur(elia) Sabinilla / filia eorundum(!) vivi / sibi faciundum curarunt,Pannonia inferior,Hungary,Aquincum,SzabadbattyÃ¡n,stele,epitaph,Stone,47.1175572,18.368106,201 AD , 250 AD,201.0,250.0
HD032408,[- Domitio Antigono] / [--- VIIviro] / ep[ulonum? viro] / consulari [patri] / indulgentiss[imo b(ene) m(erenti)] / Domit(ius) Ant[igonus?] / [v(ir) c(larissimus) co(n)s(ul)] / [filius f(aciendum) c(uravit)],Roma,Italy,Roma,Roma,tabula,honorific inscription,Unknown,41.895466,12.482324,235 AD , 236 AD,235.0,236.0
HD032411,[Pompeiae Apae c(larissimae) f(eminae)] / [pi]etate m[oderatione] / singulari [matri b(ene) m(erenti)] / Domitius [Antigonus?] / v(ir) [c(larissimus) co(n)s(ul)] / fili[us f(aciendum) c(uravit)],Roma,Italy,Roma,Roma,tabula,honorific inscription,Unknown,41.895466,12.482324,235 AD , 236 AD,235.0,236.0
HD032414,L(ucio) Egnatio [L(uci)? f(ilio) --- Victori] / Lollia[no co(n)s(uli) proco(n)s(uli)] / prov(inciae) Asia[e III extra sortem] / praef[ecto urbi] / in omni ord[ine eius dignissimo?] / Serv[ilia? ---] / [------?,Roma,Italy,Roma,Roma,tabula,honorific inscription,Stone,41.895466,12.482324,254 AD,Unknown,254.0,168.0
HD032531,------?] / [---]TOR[---] / [---]ORV[---] / [---]ATIO[---] / [---]CEPTA[---] / [--- de]dit [---?] / [------?,Roma,Italy,Roma,Roma,Unknown,Unknown,Unknown,41.895466,12.482324,1 AD , 100 AD,1.0,100.0
HD032552,[-] Ae[l]io Fir[mo? ---? em(inentissimo)? v(iro)?] / praef(ecto) pra[et(orio) Imp(eratoris) Deci Aug(usti)?] / praef(ecto) Mesop(otamiae) iu[ridico Alexandreae] / vice praef(ecti) Aeg[ypti proc(uratori) provinc(iae)] / Maced(oniae) proc(uratori) pro[vinc(iae) ---] / ubiq(ue) vic(e) praes(idis) a[genti praeposito] / vexillation(ibus) in di[lect(u) agent(ibus)? item a divo] / Gordiano leg(ioni) I [--- item ab eodem] / vexill(ationi) class(is) pr(aetoriae) [Misen(atis)? proc(uratori) provinc(iae)] / [His]p(aniae) cit(erioris) proc(uratori) pro[vinc(iae) ---] / [proc(uratori)] prov(inciae) I(?)[---] / [---]V I(?)I(?)[---] / [------?,Roma,Italy,Roma,Roma,tabula,honorific inscription,Unknown,41.895466,12.482324,249 AD , 251 AD,249.0,251.0
HD032582,------] / [iur]is consu[lto ---] / [p]raef(ecto) vigil(um) I(?)[---] / flamini Vulc[anali ---?] / magistro a lib[ellis ---?] / [ma]gistro a cen[sibus ---?] / [---]C(?)VI(?)[---] / [------,Roma,Italy,Roma,Roma,tabula,honorific inscription,Stone,41.895466,12.482324,231 AD , 300 AD,231.0,300.0
HD032610,D(is) M(anibus) Aurelius Saza centenarius / pelege &lt;h&gt;ic iacio(!) &lt;q=O&gt;ui vixi annis &lt;q=O&gt;uin&lt;qu&gt;/aginta et militavi annis XXX et sum / natus in provincia Dacia et milita/vi inter ecuites(!) catafractarios Picta/vensis suc(!) cura Romani propositi(!) Au/relia Plactu(?) coniux &lt;q=O&gt;ui(!) pos(u)it titulo(!) be/ne merenti caro mar(i)to &lt;s&gt;uo resta / viator et lege titulo(!) n&lt;o=E&gt;stro(!) dunc(!) le/ges et &lt;r=P&gt;E&lt;p=R&gt;AVSAS ,Macedonia,Greece,Heraclea Lyncestis,Ãdhessa,tabula,epitaph,Unknown,40.8016803,22.043979799,Unknown,Unknown,124.5,159.5
HD032704,Ti(berius) Caesar divi Aug(usti) f(ilius) / Augustus imp(erator) pontif(ex) max(imus) / trib(unicia) potest(ate) XX co(n)s(ul) III / leg(io) VII leg(io) XI / P(ublio) Cornelio Dolabella / leg(ato) pr(o) pr(aetore),Dalmatia,Croatia,Iader,Zadar,tabula,building/dedicatory inscription,Unknown,44.114990454,15.228889243,18 AD , 19 AD,18.0,19.0
HD032816,------] / [---]i maxi[m- ---] / [--- doctrinae car]mina magnae / [--- disc]eret acta puer / [---]m figeretur [---?] / [---]V(?) penetraret a[mor] / [--- vi]vo lacrimosus a[more] / [--- toto] pectore quest[us erat] / [---]I(?)a flenda d[omusque] / [---]V(?)D(?)[---] / [------? // ------?] / fecisti patriam quo[circa miseram] / i&lt;n&gt;felix nimium sociatus q[uamquam uxori] / quam tibi nec fati s[ors superesse dedit] / Flavius Merobaudes orator [qui vixit annis ---] / minus duobus mensibus et diebus q[--- in pace] / hic requiescit mortuus est V K(a)l(endas) [---],Roma,Italy,Roma,Roma,tabula,epitaph,Unknown,41.895466,12.482324,443 AD,Unknown,443.0,134.5
HD032968,D(is) M(anibus) / T(itus) Iul(ius) Satur/nin(us) vet(eranus) ex dec(urione) / coh(ortis) II Aur(eliae) Dar(danorum) / sibi viv(o) et Ovi/diae Pudentil/lae coniugi ka/rissimae cum / qua conubio / stabili quin/quagint(a) an/nos sine / secessu / dulciter / egit,Moesia superior,Serbia,Timacum Minus,KnjaÅ¾evac,stele,epitaph,Stone,43.640676617,22.265609149,171 AD , 250 AD,171.0,250.0
HD033007,D(is) M(anibus) // Cl(audius) Cassianus tegitur / cum coniuge Flavia / iunctaq[ue] propinquis / virgo his [Ca]ssia nata / sex deno[s annos vixit] / pater b[i]sque vicenos / mater ter quinos vi/xit hos usque puella / filii et frat[re]s meritis / sollemnia reddunt / Cassius [e]t Rufus / Marinius so/rorque [------,Moesia superior,Serbia,Timacum Minus,KnjaÅ¾evac,stele,epitaph,Stone,43.618823999,22.258334999,171 AD , 250 AD,171.0,250.0
HD033018,------] / [Statia] L(uci) f(ilia) / Clementia / Iunoni Lucinae / v(otum) s(olvit) l(ibens) m(erito),Dalmatia,Montenegro,Acruvium,Tivat,altar,votive inscription,Stone,42.3930103,18.670264099,1 AD , 150 AD,1.0,150.0
HD033089,Isidi / sacrum / Ti(berius) Veturius / Fuscus vestiar(ius) / tenuarius IIIIIIvir / beneficio ordinis,Venetia et Histria ,Italy,Aquileia,Aquileia,statue base,votive inscription,Unknown,45.768169099,13.368719899,1 AD , 200 AD,1.0,200.0
HD033122,Terrae Matri / C(aius) Baebius C(ai) f(ilius) Pal(atina) / Antiochianus / eq(uo) p(ublico) decur(io) Aquil(eiae) et / C(aius) Baebius Antiochus / IIIIIIvir Aquileiae / ius IIII liberorum / consecutus / ex voto,Venetia et Histria ,Italy,Aquileia,Aquileia,statue base,votive inscription,Unknown,45.768169099,13.368719899,1 AD , 100 AD,1.0,100.0
HD033140,L(ucius) Safinius L(uci) f(ilius) / Sabellio pater // [[M(arco) I]uli[o]] / [[Ph[i]l[i]p[po]]] / [[Caesari]] / [[[n]o[bilis]s[imo]]] / [[[fi]l[io] I[mp(eratoris)] C[ae]s(aris)]] / [[[M(arci)] I[uli]]] / [[[Philippi Pii]]] / Felicis Aug(usti) / Aquileienses / devoti numin(i) / maiestatiq(ue) eius,Venetia et Histria ,Italy,Aquileia,Aquileia,statue base,honorific inscription,Unknown,45.768169099,13.368719899,244 AD , 246 AD,244.0,246.0
HD033215,------ vecti]gali amplia[to ---] / [---]veri pontes con[---] / [--- stat]uam equestre[m ---] / [--- ponen]dam univer[si---] / [cen]suer(unt),Venetia et Histria ,Italy,Aquileia,Aquileia,tabula,public legal inscription,Unknown,45.768169099,13.368719899,101 AD , 230 AD,101.0,230.0
HD033239,C(aius) Ennius C(ai) f(ilius) / Colonus // H(erculi) v(otum) s(olvit) l(ibens) m(erito),Venetia et Histria ,Italy,Unknown,Gagliano,base,votive inscription,Stone,46.093107,13.431685,100 BC , 1 BC,-100.0,-1.0
HD033242,Deo / Herculi / L(ucius) Vitius / Severus / v(otum) s(olvit),Venetia et Histria ,Italy,Unknown,Gagliano,statue base,votive inscription,Stone,46.093107,13.431685,1 AD , 200 AD,1.0,200.0
HD033281,T(ito) Desticio / T(iti) f(ilio) Cla(udia) Severo / p(rimo) p(ilo) leg(ionis) X gem(inae) sub/praef(ecto) vigil(um) proc(uratori) / Aug(usti) prov(inciae) Daciae / super(ioris) proc(uratori) prov(inciae) / Cappad(ociae) item Ponti / mediterr(anei) et Armen(iae) / minor(is) et Lycaoniae / proc(uratori) Augustor(um) prov(inciae) / Raetiae procur(atori) prov(inciae) / Belgicae flamini divi / Hadriani pontifici / patrono coloniae / M(arcus) Claud(ius) Paternus / amico optimo / l(ocus) d(atus) d(ecreto) d(ecurionum),Venetia et Histria ,Italy,Iulia Concordia,Concordia Sagittaria,tabula,honorific inscription,Unknown,45.7572285,12.842294,169 AD,Unknown,169.0,200.0
HD033290,T(ito) Desticio / T(iti) f(ilio) Cla(udia) / Iubae / M(arcus) Claudius / Moderatus / amico / optim(o) / l(ocus) d(atus) d(ecreto) d(ecurionum),Venetia et Histria ,Italy,Iulia Concordia,Concordia Sagittaria,tabula,honorific inscription,Unknown,45.7572285,12.842294,151 AD , 200 AD,151.0,200.0
HD033428,Isidi don(um) / C(aius) Papirius / L(uci) f(ilius) Pob(lilia) / Macer / Calventianus / IIIIvir aed(ilicia) p(otestate) / q(uaestor) aerari / flam(en) Rom(ae) / et Aug(usti) / l(ocus) d(atus) d(ecreto) d(ecurionum),Venetia et Histria ,Italy,Verona,Verona,statue base,votive inscription,Unknown,45.439999999,10.988889,1 AD , 100 AD,1.0,100.0
HD033432,Q(---) Ma/ntai B/el(l)onae / v(otum) s(olvit) l(ibens) m(erito),Lusitania,Spain,Unknown,Herguijuela,Unknown,Unknown,Unknown,39.37452,-5.76001,Unknown,Unknown,136.0,215.0
HD033618,------] / [--- hanc sepultu]//ram si qu[is] // [de]asciare volu//erit habe[at]// [ir]ata numina // quitquit(!) [Ro]//[m]ani sive Iude//i vel Crissi[ani](!) // &lt;venerantur&gt; // colent e[t]//[deo]s Manis(!) unus//quisque // quot sibi fi//[e]ri non vu[lt] // facere non // debet,Dalmatia,Croatia,Salonae,Solin,architectural member,epitaph,Stone,43.541366397,16.473371386,271 AD , 330 AD,271.0,330.0
HD033739,Suor[um ------,Moesia inferior,Romania,Tomi,ConstanÅ£a,architectural member,Unknown,Unknown,44.1763912,28.623864099,401 AD , 600 AD,401.0,600.0
HD033838,D(is) M(anibus) s(acrum) / Baleriae(!) Ey/tychianae(!) qu(a)e / vix(it) an(nos) L(?)I(?)I lib(ertae) pa/tron(us) b(ene) m(erenti) posui(t) / F(---)(?) B(---) V(---),Dalmatia,Montenegro,Buthoe,Budva,Unknown,epitaph,Stone,42.27977,18.83182,151 AD , 300 AD,151.0,300.0
HD033839,D(is) M(anibus) [s(acrum)] / C(aio) Ful(vio) / Cresc(enti) / Aemilia / Tertulla,Dalmatia,Montenegro,Buthoe,Budva,Unknown,epitaph,Stone,42.278875989,18.835307018,101 AD , 300 AD,101.0,300.0
HD033840,C(aius) Cordius vix(it)(?) / tande(m?) v(ivus) f(ecit) sibi et / Secundae Satu/riae coniugi pi(i)s[simae],Dalmatia,Montenegro,Buthoe,Budva,Unknown,epitaph,Stone,42.208544003,18.939732312,51 AD , 150 AD,51.0,150.0
HD033846,D(is) M(anibus) s(acrum) / Gav(---) Dur/us Valeria/no q(ui) v(ixit) [--] / [------,Dalmatia,Montenegro,Municipium S[],Pljevlja,stele,epitaph,Stone,43.34221789,19.320550816,151 AD , 300 AD,151.0,300.0
HD033851,D(is) M(anibus) s(acrum) / [---]mo/[---]n(a)e q(uae) v(ixit) / an(nos) LXV C(---) Pi/li(a)e Despo/tanus avi/ae p(iae) et matri / viv(a)e et R(---) Pili/ae p(osuit),Dalmatia,Montenegro,Municipium S[],Pljevlja,stele,epitaph,Stone,43.34221789,19.320550816,201 AD , 300 AD,201.0,300.0
HD033852,------] / [-]ae[--]pa et Pau/lae [fi]l[i]ae et Sabi/nio Certo ge/neri et Maxim(a)e / ne{e}potae / M(arcus) Fulvinius Na/talis b(ene) m(erentibus) p(osuit),Dalmatia,Montenegro,Municipium S[],Pljevlja,stele,epitaph,Stone,43.342533343,19.320487976,201 AD , 300 AD,201.0,300.0
HD033853,D(is) M(anibus) [s(acrum)] / Apla[---] / AVRIS[---] / DET[--] / I(?)O B [an]/nos XX[---]/ piis [-],Dalmatia,Montenegro,Municipium S[],Pljevlja,Unknown,epitaph,Stone,43.342533343,19.320487976,201 AD , 300 AD,201.0,300.0
HD033854,[D(is) M(anibus)] s(acrum) / [---]io Se/[---]I(?)o d(ecurioni?) m(unicipii?) / [---]VS/[------,Dalmatia,Montenegro,Municipium S[],Pljevlja,stele,epitaph,Stone,43.342533343,19.320487976,171 AD , 300 AD,171.0,300.0
HD033892,D(is) M(anibus) s(acrum) / Paentino / v(ixit) an(nos) X[--] / Tranquil(lus) / frater / p(osuit),Dalmatia,Montenegro,Acruvium,Tivat,Unknown,epitaph,Stone,42.4559595,18.682512699,101 AD , 200 AD,101.0,200.0
HD033893,D(is) M(anibus) s(acrum) / Tertio an/norum VIII / parent(es) bene / meren(ti) f(ecerunt),Dalmatia,Montenegro,Acruvium,Tivat,Unknown,epitaph,Stone,42.4559595,18.682512699,101 AD , 200 AD,101.0,200.0
HD033895,D(is) M(anibus) s(acrum) // L(---)(?) Secun[di?] / v(ixit) an(nos) X[---] / C(?)VIN(?)[---] / V(?)[--]C(?)[---] / [------,Dalmatia,Montenegro,Acruvium,Kotor,Unknown,epitaph,Stone,42.418328,18.763066,101 AD , 200 AD,101.0,200.0
HD033896,D(is) M(anibus) s(acrum) / Calpurnius / Chresimus / v(ixit) a(nnos) XXXXV / Aurelia Ma/ximina MAI(?)I(?)I(?)I(?)I(?) / [------](?),Dalmatia,Montenegro,Risinium,Kotor,Unknown,epitaph,Stone,42.509762487,18.696885108,171 AD , 300 AD,171.0,300.0
HD033897,D(is) M(anibus) s(acrum) / L(ucio) L(uscio?) Lurian(o) / vix(it) an(nos) XX / Lusci(i) Proc(ulus) et / Lur(ianus) Sanct(i) fil(ii) / St(atia) Sabin(a) so/crus imm(emoriam)(!),Dalmatia,Montenegro,Risinium,Kotor,Unknown,epitaph,Stone,42.509762487,18.696885108,101 AD , 200 AD,101.0,200.0
HD033898,[---] M(arci) filio I(?)[---] / [---]us operI(?)[---],Dalmatia,Montenegro,Risinium,Kotor,architectural member,building/dedicatory inscription,Stone,42.516578263,18.693739771,51 AD , 200 AD,51.0,200.0
HD034114,Quisquis petes Muciani memento(!) / qum(!) videas solum pendere / vide ne facias quod tibi fieri non vis / Mucianus Clo(dio) Secund[o] dedi locum,Dalmatia,Croatia,Salonae,Solin,tabula,epitaph,Stone,43.542039111,16.482807397,301 AD , 450 AD,301.0,450.0
HD034123,[T(ito)?] Flavio T(iti) f(ilio) / [Q]uir(ina) Basso / [de]c(urioni) ex testa/[m]ento eius / [------,Dalmatia,Montenegro,Doclea,Podgorica,Unknown,epitaph,Stone,42.47393285,19.297378063,31 AD , 100 AD,31.0,100.0
HD034158,Egnatia Maxim(a)e / lib(erta) Myrtale / f(ilio) Silvino fec(it) / ed(!) s(ibi),Dalmatia,Montenegro,Buthoe,Budva,tabula,epitaph,Stone,42.278880526,18.835131525,101 AD , 200 AD,101.0,200.0
HD034783,[--- ad Ma]nes raptum tegit [---] / [---] puellaris quae [---] / [---]riane tuas d[eponis? ---] / [---]liqu[isti ------,Dalmatia,Croatia,Salonae,Solin,sarcophagus,epitaph,Stone,43.542264644,16.482780575,401 AD , 500 AD,401.0,500.0
HD034845,------] / [---]are ipso / [---] nutrivit supe/[---]va non dimi/[---]m item de/[---]masi Ursicinus / [--- in? pa?]ce ann(orum?) / [------],Pannonia inferior,Serbia,Sirmium,Sremska Mitrovica,tabula,epitaph,Stone,44.97639,19.61222,401 AD , 500 AD,401.0,500.0
HD034940,------] carmena(!) [---] / [--- ten?]ebros [---] / [---]SN,Dalmatia,Croatia,Salonae,Solin,sarcophagus,epitaph,Stone,43.542264644,16.482780575,401 AD , 500 AD,401.0,500.0
HD035330,D(is) M(anibus) s(acrum) / Super / h(ic) s(itus) e(st) / v(ixit) a(nnos) II m(enses) VII,Dalmatia,Albania,Scodra,Shkodra,tabula,epitaph,Stone,42.074283,19.527653,101 AD , 150 AD,101.0,150.0
HD035494,Salvo d(omino) n(ostro) / Iulio Nepote / p(er)p(etuo) Aug(usto) // Audax v(ir) c(larissimus) / pr(a)efectus / urbi fecit,Moesia superior,Serbia,Singidunum,Beograd,tessera,honorific inscription,Metals,44.819718337,20.461401677,474 AD , 475 AD,474.0,475.0
HD035514,ÎÎ½Î·Î¼á½¹Î½ÎµÏÎµ,Pannonia superior,Hungary,Brigetio,KomÃ¡rom,jewellery,acclamation,Metals,47.74318,18.11913,201 AD , 300 AD,201.0,300.0
HD035820,D(is) M(anibus) / Epaphro/dito alumno / suo T(itus) Statilius Solo / p(rimus) p(ilus) leg(ionis) I ad(iutricis) p(iae) f(idelis) / et Portumia Flora / á¼ÏÎ±ÏÏá½¹Î´ÎµÎ¹ÏÎµ á¼¥ÏÏÏ ÏÏÎ·ÏÏá½³ ÏÎ±á¿ÏÎµ,Pannonia superior,Hungary,Brigetio,KomÃ¡rom,stele,epitaph,Stone,47.733572055,18.194754123,151 AD , 200 AD,151.0,200.0
HD035842,[---] Aurel(ius) Bani[---] / [in]nocuus vi[r ---] / [---] miserand[---] / [---]em qui [---] / [---]ptus [---] / [---]mneo [f]e[l]ici[---] / [---]tes / [------] // [---] / cepta iuvenci [---] / [---] iuvenis qui na[---] / [--- vi]xi lectusqu[e ---] / [---] pessimam ge[ntem? ---] / [---]dum restare p[---] / [---]entis periura p[---] / [--- c]oniux [---] / [---]t eas vide[re---],Moesia superior,Serbia,Naissus,NiÅ¡,Unknown,epitaph,Stone,43.32520921,21.897857975,201 AD , 300 AD,201.0,300.0
HD035869,D(is) M(anibus) C(aio) Val(erio) Papirian[o] trib(uno) leg(ionis) II ad(iutricis) / urbe Pal(a)estina genitum [m]e / militiae res / transtulit huc SPER[---] tamd[i]uq(ue) / tribunus insont[i] mu[lieri? s]o/lvi duo pignora [cara? ---]/tiqui sume ac be[ne] vive [---] / C(aius) Valeri Turbo et L[---]us fil(ii) eius eq(uites) R(omani) // Î Î±ÏÏá½¶Ï á¼Î¼Î¿á½¶ Î£ÏÏá½·Î·Ï Î´á½±ÏÎµÎ´Î¿Î½ / Ïá½¹Î»ÎµÏÏ ÎÎ±ÏÎµÏÏÎ»Î¹á½±Î´Î±Î¿ / ÎºÎµá¿Î¼Îµ Î´' á¼Î½ Î Î±[á½·]Î¿ÏÎ¹ ÎºÎµÎ½á½¸Î½ á½Ï/Î³Î±Î½Î¿Î½ á¼Î½Î¸Ïá½½ÏÎ¿Î¹ÏÎ¹ Î»ÎµÎ³Îµá¿¶Î½Î¿Ï á¼ÏÏÎ·Î³á½¸Ï Î³ÎµÎ³Î¿Î½á½¼Ï / á¾§ ÏÎ¿á½Î½Î¿Î¼Î± Î Î±ÏÎµÎ¹ÏÎ¹Î±Î½á½¸Ï á½Ïá½±ÏÏÎµÎ¹ / Ïá¼±Î¿á½¶ á¼±ÏÏÎ¹ÎºÎ¿á½¶ Î² ÏÎ±ÏÏá½¶ ÏÏÎ·ÏÏá¿·,Pannonia inferior,Hungary,Aquincum,Budapest,sarcophagus,epitaph,Stone,47.523693,19.044571,193 AD , 235 AD,193.0,235.0
